text,label,source
her work at netapp included strategically repositioning the brand in the category and a major global relaunch .,Neutral,FinancialPhraseBank
russia 's video international group holds a controlling stake in russian media ventures .,Neutral,FinancialPhraseBank
"finnish financial software solutions developer basware oyj said its net profit fell to 884,000 euro 1.2 mln for the first quarter of 2007 from 2.0 mln euro 2.7 mln a year earlier .",Sadness,FinancialPhraseBank
small well targeted acquisitions have played an important role in executing satama 's strategy in the past couple of years .,Neutral,FinancialPhraseBank
"it also has strong assets in electronic media , employing 18,500 an increase of 9 percent on last year .",Optimism,FinancialPhraseBank
raffles equities ltd became a substantial holder in archer exploration ltd on january 12 with 11.7 million shares 18.2 pc .,Neutral,FinancialPhraseBank
the bridge is part of the highway 14 development project .,Neutral,FinancialPhraseBank
"at 1.33 pm , the omx helsinki 25 was 0.30 pct lower at 2,463.67 and the omx helsinki was down 0.37 pct at 8,537.42 on volume of 256 mln eur .",Sadness,FinancialPhraseBank
the repurchase of the bonds was executed in the open market in accordance with section 7 f of the terms and conditions of the convertible bonds .,Neutral,FinancialPhraseBank
as an overall effect of the above-mentioned measures glaston will recognize non-recurring expenses of eur 12 million in the fourth quarter of 2008 .,Neutral,FinancialPhraseBank
"the total headcount reduction will be 50 persons , the company said .",Sadness,FinancialPhraseBank
"the new structure provides better communication , faster decision-making and cost savings , '' proha said .",Optimism,FinancialPhraseBank
"simultaneously with this merger plan another merger plan has been signed , according to which suomen projektivuokraus oy , a subsidiary of vtm-rakennuskonevuokraamo oy , would be merged with vtm-rakennuskonevuokraamo oy .",Neutral,FinancialPhraseBank
"in the third quarter of fiscal 2008 efore swung to a net loss of eur 400,000 versus a net profit of eur 200,000 for the corresponding period of fiscal 2007 .",Sadness,FinancialPhraseBank
the value of the orders is about eur 25mn .,Neutral,FinancialPhraseBank
"18 may 2010 - finnish electronics producer elcoteq se hel elqav said today that it has signed an extensive cooperation agreement on industrialisation , manufacturing , distribution and after-market services for mobile phones with japan 's sharp tyo 6753 .",Optimism,FinancialPhraseBank
"an additional amount , capped at eur12m , is payable in cash upon the achievement of certain financial performance targets in 2007 .",Neutral,FinancialPhraseBank
"one can also apply for jobs directly from the ipad , select which cv to attach and which covering letter is most appropriate for each position .",Neutral,FinancialPhraseBank
"finnish energy company fortum oyj said on november 13 , 2007 it was granted an environmental permit to build a biofuel-fired combined heat and power chp plant in vartan harbor in eastern stockholm .",Optimism,FinancialPhraseBank
"after the transaction , danske bank becomes an equal player with nordic bank group nordea in the nordic countries .",Neutral,FinancialPhraseBank
"operating loss totalled eur 4.0 mn , compared to a profit of eur 8.6 mn in the second quarter of 2008 .",Sadness,FinancialPhraseBank
otherwise the situation is under control .,Neutral,FinancialPhraseBank
"according to ultrascan , with a software acquired from crackers , it has managed to change the mobile phone in a way that the phone was able to get hold of a one-time password sent by a bank via a text message .",Neutral,FinancialPhraseBank
"the intel atom processor has had tremendous success in the marketplace since its launch over 2 years ago , '' said pankaj kedia , director of global ecosystem programs for intel corp. 's ultra mobility group .",Optimism,FinancialPhraseBank
"profit after taxes was eur 0.1 mn , compared to eur -0.4 mn the previous year .",Optimism,FinancialPhraseBank
"in the third quarter of 2007 , net sales totaled eur 25.95 mn , and operating profit eur 3.88 mn .",Neutral,FinancialPhraseBank
"finnish silicon wafer technology company okmetic oyj omx helsinki okm1v reported on thursday 30 october an operating profit of eur7 .4 m for january-september 2008 , up from eur6 .1 m in the corresponding period in 2007 .",Optimism,FinancialPhraseBank
"agj recorded eur 43 mln sales in 2006 , most of which was generated by exports to customers in western europe , the statement said .",Neutral,FinancialPhraseBank
finnish component supplier componenta corporation omx helsinki cth1v said on monday 16 june that it is changing its pricing cycle due to the increase of raw material prices .,Neutral,FinancialPhraseBank
"the firm 's uk head office is in rugby road , lutterworth .",Neutral,FinancialPhraseBank
"westpac banking corp - is to issue a benchmark , 3 year frn deal in euros .",Neutral,FinancialPhraseBank
the issuer is solely responsible for the content of this announcement .,Neutral,FinancialPhraseBank
"the second company acquired is sweden 's reftele maskinservice ab , whose business is mainly field services and spare parts manufacturing , with 10 employees and 1.2 mln eur sales a year .",Neutral,FinancialPhraseBank
"the company is in the process of building a new fleet and has placed orders for 10 p-max tankers of 65,200 dwt .",Optimism,FinancialPhraseBank
"this could be any of us at any time , '' she said .",Neutral,FinancialPhraseBank
under the terms of this agreement lextel group has committed to an opening order of eur3 .75 m for benefon mobile units to be co-branded with capitel for the china market .,Neutral,FinancialPhraseBank
"following the move , stora enso holding in newpage will remain unchanged .",Neutral,FinancialPhraseBank
"tieto in latvia is represented by it services companies tietoenator alise and tietoenator , which has operations in the industries of financial services cards , retail and logistics and it outsourcing and managed services .",Neutral,FinancialPhraseBank
"operating profit totalled eur 5.8 mn , up from a loss of eur 1.7 mn in the fourth quarter of 2009 .",Optimism,FinancialPhraseBank
"profit after taxes for the period was up to eur0 .9 m , from eur0 .01 m last year .",Optimism,FinancialPhraseBank
profit for the period increased from eur 2.9 mn to eur 10.5 mn .,Optimism,FinancialPhraseBank
"proha plc euronext 7327 announced today 19 may that its fully-owned subsidiary , safran software solutions as , has agreed to sell its 49 share of safran north america llc to a sna holding as , an investment group based in norway .",Neutral,FinancialPhraseBank
the line 4 will run fully underground and will comprise 10 stations which will be executed in two implementation stages .,Neutral,FinancialPhraseBank
operating profit totaled eur 17.7 mn compared to eur 17.6 mn in the corresponding period in 2007 .,Optimism,FinancialPhraseBank
"the technology will become available to businesses from the fourth quarter , nokia said .",Neutral,FinancialPhraseBank
the group aims to increase its net sales and comparable operating profit in 2006 .,Optimism,FinancialPhraseBank
"rinkuskiai raised the sales by 18.1 percent , to 1.37 million liters , while the sales of kauno alus grew by 14.3 percent , to 960,000 liters .",Optimism,FinancialPhraseBank
"as a result , the company currently anticipates net sales to increase and the operating result to be positive .",Optimism,FinancialPhraseBank
"under the deal , know it will pay sek90m usd12 .8 m-eur8 .6 m in cash and stock .",Neutral,FinancialPhraseBank
"coca-cola was the market leader of manufacturers with a market share of 36.9 , down 2.2 from the corresponding period in 2004-2005 .",Sadness,FinancialPhraseBank
at the same time i am delighted by the fact that we were able to accomplish the organization with our own team members .,Joy,FinancialPhraseBank
"in january-june 2010 , diluted loss per share stood at eur0 .3 versus eur0 .1 in the first half of 2009 .",Sadness,FinancialPhraseBank
"in the homeware area , fiskars provides leading branded products for home , kitchen , and interior design .",Optimism,FinancialPhraseBank
"finnish steel maker rautaruukki oyj hel rtrks , or ruukki , said today its net loss contracted to eur 49 million usd 68.2 m for the first nine months of 2010 from eur 229 million for the same period a year ago .",Optimism,FinancialPhraseBank
earnings per share eps in 2005 decreased to eur0 .66 from eur1 .15 in 2004 .,Sadness,FinancialPhraseBank
the company reported net sales of 302 mln euro 441.6 mln and an operating margin of 16 pct in 2006 .,Neutral,FinancialPhraseBank
through the acquisition solteq will expand its solutions offering by microsoft 's dynamics business software products .,Optimism,FinancialPhraseBank
"the important thing now is to keep the bank 's existing 15,000 customers .",Neutral,FinancialPhraseBank
"in november , the finnish government decreased its ownership in the company further to 31.1 percent from 38 percent .",Neutral,FinancialPhraseBank
"in parallel , teliasonera has decided to conduct a compulsory acquisition .",Neutral,FinancialPhraseBank
"when dialing in , the participants should quote 877417 as conference id .",Neutral,FinancialPhraseBank
"currently , 95 of trainers house 's revenues are attributed to the finnish market .",Neutral,FinancialPhraseBank
approval by shareholders of cencorp in accordance with finnish law .,Neutral,FinancialPhraseBank
industry investment is very interested in glaston 's solar energy projects .,Optimism,FinancialPhraseBank
the maximum number of new shares to be offered is 22 million .,Neutral,FinancialPhraseBank
"its annual capacity is some 10,000 mw .",Neutral,FinancialPhraseBank
"the company is involved in the the sale of financial products including insurance , mortgages , car and personal loans , financial brokerage and equipment finance leasing .",Neutral,FinancialPhraseBank
"according to acnielsen 's scantrack study for the period week 10 of 2005 to week 9 of 2006 , coca-cola is the market leader in soft drinks in finland .",Optimism,FinancialPhraseBank
upm-kymmene is one of the world 's leading printing paper producers with production in 15 countries and a sales network covering more than 170 companies .,Optimism,FinancialPhraseBank
panostaja is a financially secure finnish multi-field corporation that creates healthy companies and company entities .,Neutral,FinancialPhraseBank
it delivers a different user experience and enables us to widen the market we can address . '',Optimism,FinancialPhraseBank
stora enso 's third-quarter pre-tax profit doubled to eur 197mn .,Joy,FinancialPhraseBank
forest certification is a voluntary system aimed at promoting sustainable forest management in commercial forests .,Neutral,FinancialPhraseBank
we are pleased to deliver the basware invoice automation solution to a major retail company in the us .,Joy,FinancialPhraseBank
"the broad-based wig index ended thursday 's session 0.1 pct up at 65,003.34 pts , while the blue-chip wig20 was 1.13 down at 3,687.15 pts .",Neutral,FinancialPhraseBank
the estimated synergy benefits are at least eur7m annually .,Optimism,FinancialPhraseBank
"ragutis , which is controlled by the finnish brewery , reported a 5.4-per-cent rise in beer sales to 10.44 million litres and held an 11.09-per-cent market share .",Optimism,FinancialPhraseBank
earnings per share were higher at 0.48 against 0.37 a year before and ahead of market consensus of 0.40 eur .,Optimism,FinancialPhraseBank
"according to scanfil , demand for telecommunications network products has fluctuated significantly in the third quarter of 2006 , and the situation is expected to remain unstable for the rest of the year .",Sadness,FinancialPhraseBank
"the lithuanian beer market made up 14.41 million liters in january , a rise of 0.8 percent from the year-earlier figure , the lithuanian brewers ' association reporting citing the results from its members .",Optimism,FinancialPhraseBank
"aho is proud of the company 's new product , lordi-cola .",Neutral,FinancialPhraseBank
the acquisition is expected to improve access to chrome ore resources in turkey .,Optimism,FinancialPhraseBank
"this is super nasty , '' said eric schultze , chief technology officer at shavlik technologies llc , a st. paul , minn.-based maker of patch management tools .",Fear,FinancialPhraseBank
joint procurement will be later extended to the factories in the baltic countries .,Neutral,FinancialPhraseBank
mobile communication and wireless broadband provider nokia inc nyse nok today set new financial targets and forecasts for nokia and the mobile device industry and also for nokia siemens networks and the mobile and fixed infrastructure and related services market .,Neutral,FinancialPhraseBank
"according to ceo hannu syrjnen , a new common name and visual identity is required as the group has grown and internationalised .",Neutral,FinancialPhraseBank
it is a solid credit that has been compared to a dz bank or a rabobank .,Optimism,FinancialPhraseBank
consolidated pretax profit decreased by 69.2 to eur 41.0 mn from eur 133.1 mn in 2007 .,Sadness,FinancialPhraseBank
"the ministry of water in tanzania has awarded poyry a water and sanitation engineering assignment for the rehabilitation and extension of water supply and sanitation infrastructure in bukoba and musoma , situated at lake victoria in northern tanzania .",Optimism,FinancialPhraseBank
"finnish power supply solutions and systems provider efore oyj said its net loss widened to 3.2 mln euro 4.2 mln for the first quarter of fiscal 2006-2007 ending october 31 , 2007 from 900,000 euro 1.2 mln for the same period of fiscal 2005-06 .",Sadness,FinancialPhraseBank
"we are very excited working with maxis on this first commercial deployment of master of maya ' , said joe doering , head of the asia south region at nokia siemens networks .",Joy,FinancialPhraseBank
"one price category is for calls on the preferred operator 's network , and another for calls on other operators ' networks .",Neutral,FinancialPhraseBank
fortum had previously bought the state-held stake in tgk-10 from rao ues during its reform .,Neutral,FinancialPhraseBank
this solution is an extension to the existing online mediation solution delivered earlier by comptel and ibm .,Neutral,FinancialPhraseBank
results are expected late in 2006 .,Neutral,FinancialPhraseBank
"in europe , the paper industry 's situation is paradoxical .",Neutral,FinancialPhraseBank
"its customers include local companies slo oy , kiilto oy , toptronics oy , normark suomi oy , pellonpaja oy and mansner oy .",Neutral,FinancialPhraseBank
"however , the bottom-line result improved thanks to positive financial items .",Joy,FinancialPhraseBank
the company turned to earnings per share eps of eur 0.03 versus loss per share of eur 0.01 .,Optimism,FinancialPhraseBank
"biohit oyj develops , manufactures and markets liquid handling products and diagnostic test systems for use in research , healthcare and industrial laboratories .",Neutral,FinancialPhraseBank
"the company will use the money for product development and research activities through 2013 in its key markets finland , germany , italy and france .",Neutral,FinancialPhraseBank
"aspo plc stock exchange release february 11 , 2011 at8 .45 a.m. esl shipping ltd , part of aspo group , has signed a new , long-term contract with rautaruukki corporation for the marine transport of raw materials on the baltic sea .",Optimism,FinancialPhraseBank
"rapala vmc corporation rapala , a leading fishing tackle and sporting goods manufacturer and distributor , is the main owner of peltonen with its 80 shareholding .",Neutral,FinancialPhraseBank
"according to gran , the company has no plans to move all production to russia , although that is where the company is growing .",Neutral,FinancialPhraseBank
kauko-telko 's centralized administration will be dissolved and appropriate parts of it will be transferred to operating activities and group administration by the end of the year .,Neutral,FinancialPhraseBank
storengy is the gdf suez company that is dedicated to the underground storage of natural gas .,Neutral,FinancialPhraseBank
the acquisition sum has not been disclosed .,Neutral,FinancialPhraseBank
"india is high on our priority since business links between our two countries is also expanding , '' tornstrom said .",Neutral,FinancialPhraseBank
operating result including non-recurring items rose to eur 146mn from a loss of eur 267mn in 2009 .,Optimism,FinancialPhraseBank
no financial details were revealed .,Neutral,FinancialPhraseBank
"the fourth quarter saw rapala swing back to a pretax profit of 1.5 mln eur from a year earlier loss of 1.2 mln on the back of a 30 pct uplift in sales to 44.8 mln eur , and a stronger performance in north america .",Joy,FinancialPhraseBank
"the previously concluded adaptation measures concerning the other personnel are adequate for the time being , raute said .",Optimism,FinancialPhraseBank
homeowners across north america have green experiences to share from cost savings to clean and eco-friendly heating .,Neutral,FinancialPhraseBank
rl-nordic is a part of raiffeisen-banking-group austria and is a subsidiary to raiffeisen-leasing gmbh in austria .,Neutral,FinancialPhraseBank
10 february 2011 - finnish media company sanoma oyj hel saa1v said yesterday its 2010 net profit almost tripled to eur297 .3 m from eur107 .1 m for 2009 and announced a proposal for a raised payout .,Optimism,FinancialPhraseBank
the company initially estimated that it would cut up to 30 jobs .,Sadness,FinancialPhraseBank
"srv will also build an aqua park with wellness area , a restaurant and a multifunctional ice arena .",Neutral,FinancialPhraseBank
the finnish daily kauppalehti surmises that finnish supplier rautaruukki has raised its prices above aker 's comfort zone .,Sadness,FinancialPhraseBank
net sales have been eaten by the weak us dollar .,Sadness,FinancialPhraseBank
"in 2008 , avc systemhaus had net sales of eur 10 million usd 7.1 m .",Neutral,FinancialPhraseBank
the company plans to expand into the international market through its subsidiaries and distributors from 2011 onwards .,Optimism,FinancialPhraseBank
the shipyard hopes the regional government in andalusia can offer its some form of financial support .,Neutral,FinancialPhraseBank
"the combination of all services enabling us to offer a complex and strengthened service chain not only limited to the baltic port connections but also for getting access to the world wide grimaldi network into the mediterranean , africa and north america says uwe bakosch .",Optimism,FinancialPhraseBank
"with five different game modes , co-op tournaments , 4 player split-screen and multiplayer modes , players can have as much fun as they would if they were actually fishing .",Neutral,FinancialPhraseBank
the reductions will be concluded by autumn 2010 .,Neutral,FinancialPhraseBank
the four-year contract between the bank and ski sport finland will bring the bank 's advertisements to skiers helmets and caps .,Neutral,FinancialPhraseBank
"in the first quarter of 2010 , the mark-to-market result was a pretax profit of eur 133 million versus a loss of eur 32 million in the same period last year .",Optimism,FinancialPhraseBank
"frost sold shares for 19 million at 6.06-7 .12 per share , compared with friday 's high of 11.33 and low of 10.14 .",Sadness,FinancialPhraseBank
"the second quarter of 2010 was the firstquarter with growth in net sales since the third quarter of2008 , '' said magnus rosen , ramirent ceo .",Optimism,FinancialPhraseBank
the annual thesis contest is aimed to enhance the thesis quality and to strengthen the thesis culture in polytechnics .,Optimism,FinancialPhraseBank
"the deal , already approved by shareholders , will be carried out in the first half of 2011 .",Neutral,FinancialPhraseBank
the rationalization of the operations seeks to achieve over eur 1 million in yearly savings as from the second quarter of the current financial year .,Optimism,FinancialPhraseBank
the group 's revenue in 2009 amounted to eur 70 million and the company currently employs approximately 780 people .,Neutral,FinancialPhraseBank
"operating profit for the 12-month period decreased from eur5 .4 m while net sales increased from eur62 .0 m , as compared to the financial year 2004 .",Sadness,FinancialPhraseBank
stuk today is a full service house expert in radiation and nuclear safety issues .,Neutral,FinancialPhraseBank
"the report examines the medical equipment business structure and operations , history and products , and provides an analysis of its key medical equipment revenue lines .",Neutral,FinancialPhraseBank
"finnish newspaper publisher sanoma , of media group sanomawsoy , is merging its free sheets uutislehti 100 and metro as of mid-september 2008 to form a new free sheet to be named metro .",Neutral,FinancialPhraseBank
all rights reserved .,Neutral,FinancialPhraseBank
m-real 's sales are expected to have increased by 4 year-on-year to eur609m in the second quarter of 2010 .,Optimism,FinancialPhraseBank
"yara suomi ltd also provides nitrogen chemicals and technical nitrates to various sectors of industry , as well as products used in environmental protection .",Neutral,FinancialPhraseBank
"the market share of volkswagen passenger cars in finland was 10.1 percent , audi had a market share of 3.1 percent and seat 's share was 0.9 percent .",Neutral,FinancialPhraseBank
it is the first application in the market for invoice and purchase requisition approval with a mobile device .,Neutral,FinancialPhraseBank
the new factory working model and reorganisations would decrease nokian tyres ' costs in the factory by eur 30 million usd 38.7 m .,Optimism,FinancialPhraseBank
the company 's market share is continued to increase further .,Optimism,FinancialPhraseBank
less than ten people will face pension agreements .,Neutral,FinancialPhraseBank
"according to karhinen , op-pohjola is an exciting enterprise because the cooperation will bring huge opportunities for customers and the company itself .",Joy,FinancialPhraseBank
the service also enables users to watch e-mails in html format en is enhanced with 23 addition languages to choose from .,Neutral,FinancialPhraseBank
suomen paikallissanomat oy is part of alma media group and it currently publishes 15 local newspapers across finland .,Neutral,FinancialPhraseBank
"the broker highlights cargotec as its preferred stock in the sector , as it is a pure play on global cargo and container handling , and it expects it to play an active role in further consolidating the industry .",Optimism,FinancialPhraseBank
"pearl plaza llc , the joint venture of srv and shanghai industrial investment holdings co ltd , has concluded the investment decision on construction of the first phase of the shopping center in saint petersburg , russia .",Optimism,FinancialPhraseBank
- upm-kymmene upgraded to in-line ' from underperform ' by goldman sachs .,Optimism,FinancialPhraseBank
finnish department store group stockmann is planning to acquire about eur 141mn through a directed issue and a rights offering .,Neutral,FinancialPhraseBank
"talvivaara mining company plc talvivaara mining lse talv , a finland-based nickel mining business , has installed its second production line at its metals recovery plant on june 9 , 2010 .",Neutral,FinancialPhraseBank
"jeder beta-tester erhlt kostenlos sechs monate lang updates und hat laut eigener aussage die mglichkeit , die finale version zu beeinflussen .",Neutral,FinancialPhraseBank
"the mill will have capacity to produce 500,000 tonnes of pulp per year .",Neutral,FinancialPhraseBank
"for 2009 , net profit was eur3m and the company paid a dividend of eur1 .30 apiece .",Neutral,FinancialPhraseBank
vnh generates annual net sales of about 5 mln eur and employs 21 people .,Neutral,FinancialPhraseBank
"after the signing , the total amount of aspo 's revolving credit facility agreements is eur 50 million , which replaces the formerly valid agreements of eur 80 million .",Neutral,FinancialPhraseBank
"the five-storey , eco-efficient building will have a gross floor area of about 15,000 sq m. it will also include apartments .",Neutral,FinancialPhraseBank
"a in august 2007 , latvijas finieris ordered all production lines for a new green veneer mill to be built in ukmerge , central lithuania .",Neutral,FinancialPhraseBank
"our key geographical markets are europe , russian federation , middle-east , south-africa and japan .",Neutral,FinancialPhraseBank
"the whitehall street real estate funds invest in real estate and real estate related assets , principally through the acquisition of real estate companies , real property and mortgage loans .",Neutral,FinancialPhraseBank
"a portion , 12.5 million , will be recorded as part of its winnings in a prior patent dispute with finnish phone maker nokia oyj .",Optimism,FinancialPhraseBank
"the nokia music store begins trading on tuesday , selling singles and albums as well as live music streaming .",Neutral,FinancialPhraseBank
rental of building equipment accounted for 88 percent of the operating income .,Neutral,FinancialPhraseBank
"operating profit totalled eur 0.4 mn , up from an operating loss of eur 0.8 mn year-on-year .",Optimism,FinancialPhraseBank
also lemminkinen 's profit for accounting period went up to eur 3.1 mn from eur -24.5 mn a year ago .,Optimism,FinancialPhraseBank
olli-pekka laine has been appointed as the chairman and erkki pehu-lehtonen as the vice chairman of the board .,Neutral,FinancialPhraseBank
the negotiations will concern the plant 's department producing winded roving that employs 10 people .,Neutral,FinancialPhraseBank
directors and shareholders alike should ask why these practices were allowed to continue . '',Neutral,FinancialPhraseBank
the personnel s expertise and high level of technology play a major role in exel composites operations .,Neutral,FinancialPhraseBank
"thus the method will cut working costs , and will fasten the planning and building processes .",Optimism,FinancialPhraseBank
-- christine idzelis eqt partners sheds salcomp swedish financial investor eqt partners is selling a majority of its stake in mobile phone charger manufacturer salcomp oyj to nordic investment company nordstjernan ab .,Neutral,FinancialPhraseBank
very recommendable ' is the nokian z g2 according to the adac judgement ' in the latest summer tyre test of the german automobile association adac .,Optimism,FinancialPhraseBank
"prothious engineering employs more than 1,000 and has a large portfolio of projects and an annual detailing capacity of more than 100,000 tonnes .",Neutral,FinancialPhraseBank
"our objective is to yield a significant part of our turnover in russia in a couple of years , '' says solteq 's managing director hannu ahola .",Neutral,FinancialPhraseBank
basware einvoices oy will be merged into the parent company during the present fiscal period .,Neutral,FinancialPhraseBank
competition authorities will have to approve the deal before it can be finalized .,Neutral,FinancialPhraseBank
"the challenge for the company , however , is finding new sources of raw material , said risto rinne , ceo of neste oil .",Neutral,FinancialPhraseBank
"with the measures , suominen corporation aims to ensure the competitiveness of the flexible packaging business in the long term .",Optimism,FinancialPhraseBank
the interchange of editors-in-chief is a part of publisher 's goal to enhance job circulation in all personnel groups .,Neutral,FinancialPhraseBank
"the remaining amount will be funded through debt , the danish bank said .",Neutral,FinancialPhraseBank
there did not seem to be enough hours in a day for pekkarinen .,Neutral,FinancialPhraseBank
"outotec is currently delivering a new oil shale processing plant for eesti energia in estonia based on enefit technology , which has been developed jointly by eesti energia and outotec .",Neutral,FinancialPhraseBank
another problem is cola-flavoured long drinks .,Neutral,FinancialPhraseBank
"the company plans to close two of the three lines at the plant , where some 450 jobs are under threat .",Sadness,FinancialPhraseBank
i warmly welcome michael frei to outotec .,Joy,FinancialPhraseBank
"operating profit totaled eur 3.8 mn , down from eur 4.5 mn in the corresponding period in 2005 .",Sadness,FinancialPhraseBank
the agreement must be approved by the russian competition authorities before it enters into force .,Neutral,FinancialPhraseBank
"navteq has a commanding lead in installed map data systems in north american vehicles and may be the leader in turn-by-turn navigation data offered by services such as onstar in north america , said analyst phil magney of telematics research group in minnetonka , minn. .",Optimism,FinancialPhraseBank
"employees are also better prepared to answer calls , since they already have detailed information about the caller before they answer the phone . ''",Optimism,FinancialPhraseBank
"empresa de desarrollo urbano de quito , innovar-uio , ecuador has commissioned poyry to prepare a feasibility study for a new urban rapid mass transit system .",Neutral,FinancialPhraseBank
"sarantel , based in wellingborough , uk , designs high-performance antennas for portable wireless devices .",Neutral,FinancialPhraseBank
"talentum expects that the net sales of its core business will increase in 2008 , compared to 2007 .",Optimism,FinancialPhraseBank
"in the building and home improvement trade , sales decreased by 22.5 to eur 201.4 mn .",Sadness,FinancialPhraseBank
"according to arokarhu , some of the purchases that had been scanned into the cash register computer disappeared when the total sum key was pressed .",Sadness,FinancialPhraseBank
the mill is concentrating on getting the supercalendered line running satisfactorily before restarting its older newsprint line .,Neutral,FinancialPhraseBank
"currently it operates a fleet of eight carriers , as well as nine pushers and barges .",Neutral,FinancialPhraseBank
"as a result of the negotiations , the company will terminate total 5 employment contracts .",Sadness,FinancialPhraseBank
"the company will disclose further details , including the anticipated transaction timetable and the name of the new investor , within one week .",Neutral,FinancialPhraseBank
"the company 's net profit rose 11.4 on the year to 82.2 million euros in 2005 on sales of 686.5 million euros , 13.8 up on the year , the company said earlier .",Optimism,FinancialPhraseBank
"in addition a reduction of nine persons will be made through pension or other arrangements , the company added .",Neutral,FinancialPhraseBank
the group 's business is balanced by its broad portfolio of sports and presence in all major markets .,Neutral,FinancialPhraseBank
"finnish scanfil , a systems supplier and contract manufacturer to the communications sector and the electronics industry , reports its net sales totalled eur 94.7 mn in the first half of 2010 , down from eur 99.5 mn in the first half of 2009 .",Sadness,FinancialPhraseBank
pentikinen emphasises that the most of the internet contents media houses provide can not be free forever .,Neutral,FinancialPhraseBank
"mr. jorma valkama , managing director of suomen paikallissanomat oy , states that rannikkoseutu complements in an outstanding way the current product range of the company .",Neutral,FinancialPhraseBank
"thanks to the internet , consumers compare products more than previously and finnish companies are not competitive .",Fear,FinancialPhraseBank
"the basware connectivity services allow companies to handle purchase to pay processes online and make their internal processes more efficient , '' said ceo ilkka sihvo , basware corporation .",Optimism,FinancialPhraseBank
"3 january 2011 - scandinavian lenders sampo bank hel samas , pohjola bank hel poh1s and svenska handelsbanken sto shb a have provided a eur160m usd213m line of credit to lemminkainen oyj hel lem1s , the finnish construction firm said on friday .",Neutral,FinancialPhraseBank
the measures result from weak demand in the shipbuilding industry .,Sadness,FinancialPhraseBank
"under the terms of the agreement , bunge will acquire raisio 's keiju , makuisa and pyszny duet brands and manufacturing plants in finland and poland .",Neutral,FinancialPhraseBank
"the russian gas giant invested another 46 million litas in the company in late 2004 and now owns 99.5 percent of its stock capital , which amounts to 86.936 million litas .",Neutral,FinancialPhraseBank
"the stonegate product family was designed to provide the full benefits of a unified management system including shared logging , reporting and auditing .",Neutral,FinancialPhraseBank
"the pilot project proved that rifd technology is ideal for our purposes '' , comments olli saarinen , material handling supervisor at yara .",Optimism,FinancialPhraseBank
"berling capital , umo capital and veikko laine are the biggest shareholders in amanda capital .",Neutral,FinancialPhraseBank
"efore 's presence here also opens up new and interesting development opportunities for our students , '' the dean of the faculty of electronics , communications and automation at tkk said .",Optimism,FinancialPhraseBank
metsaliitto said that it will book a minor gain of less than eur1 .0 m from the transaction .,Optimism,FinancialPhraseBank
"weber convinced his friend ray ostrom , who owned a lake street sporting goods store , to sell the lures .",Neutral,FinancialPhraseBank
capman made its initial investment in onemed in june 2006 .,Neutral,FinancialPhraseBank
"kaupthing forecasts that finnish-swedish stora enso will close its mill in reisholz , in germany .",Neutral,FinancialPhraseBank
bm4 middle layer headbox will be equipped with a dilution control system .,Neutral,FinancialPhraseBank
"in april-june 2008 , scanfil 's net sales totalled eur 58.7 mn and operating profit eur 6.6 mn .",Neutral,FinancialPhraseBank
"in addition to the demand in finland , the export of lining stone products also increased .",Optimism,FinancialPhraseBank
the company distributes hiab 's products as well as other products .,Neutral,FinancialPhraseBank
"a helsinki eliiv today reported eps of eur1 .13 for 2009 , an increase over eps of eur1 .12 in 2008 .",Optimism,FinancialPhraseBank
the fair value of the company 's investment properties went down to eur2 .769 bn at the end of september 2009 from eur2 .878 bn a year earlier .,Sadness,FinancialPhraseBank
"this is a repeat order to follow successfully installed 159 elevators in the same delhi metro system , ' kone spokeswoman told thomson financial news .",Optimism,FinancialPhraseBank
"the platen edges in contact with the band are provided with a seal having a protrusion directed towards the middle area of the platen , and means are provided to exert and maintain a pressure in the volume defined by the platen , the band and the seal . ''",Neutral,FinancialPhraseBank
"in addition to software development , the new design unit will provide for mechanical engineering and electronics design .",Neutral,FinancialPhraseBank
"yit acquired investment rights to a 10,000 square metre residential project in yaroslavl and to a 16,400 square metre project in moscow .",Neutral,FinancialPhraseBank
the cooperation with airbaltic is expected to lead to the transfer of finncomm to the ownership of airbaltic in time .,Neutral,FinancialPhraseBank
sponda will record a profit from the sale of 8.5 mln euro 12.4 mln.,Optimism,FinancialPhraseBank
"this truly takes efficiency to new heights , '' mr. metso adds .",Optimism,FinancialPhraseBank
"finnish industrial investor panostaja oyj omx helsinki pnaas omx helsinki pnabs said on friday 11 july that it has signed a deal to acquire the entire share capital of kospa oy , the manufacturer of waste disposal equipment .",Optimism,FinancialPhraseBank
ramirent finland is the domestic unit of machinery rental company ramirent oyj hel rmr1v .,Neutral,FinancialPhraseBank
"glaston 's share gla1v is listed on the nasdaq omx helsinki , mid cap list .",Neutral,FinancialPhraseBank
it 's not .,Neutral,FinancialPhraseBank
"olvi 's target is to strengthen its market share in soft drinks , mineral waters , ciders , long drinks , and energy drinks .",Neutral,FinancialPhraseBank
stockmann was established in 1862 in finland and it became the first foreign company to enter russia 's retail trade market in 1989 .,Neutral,FinancialPhraseBank
incap corporation stock exchange release 4 may 2010 at 8.30 a.m. incap corporation 's directed share issue was subscribed in full the board of incap corporation has approved the subscriptions of directed share issue .,Neutral,FinancialPhraseBank
last year 's third quarter result had been burdened by costs stemming from restructuring in the us .,Sadness,FinancialPhraseBank
